title,originallink,link,description,pubDate
"이복현, &quot;연기금 적극적 의결권 행사해야...좀비<b>기업</b>은 시장 퇴출&quot;",https://news.dealsitetv.com/news/articleView.html?idxno=123049,https://news.dealsitetv.com/news/articleView.html?idxno=123049,"좀비기업은 영업적자, 자본잠식 상태에 있는 <b>부실기업</b>을 의미한다. 성장 잠재력이 있는 기업에 가야 할 자원을 가로채, 자본시장내 가치 상승을 제한한다는 지적이 있어왔다.","Thu, 12 Sep 2024 15:00:00 +0900"
'자본시장 선진화 토론회' 개최…&quot;권리 가진 유일한 존재는 주주&quot;,https://www.mediapen.com/news/view/953809,https://www.mediapen.com/news/view/953809,소액주주 플랫폼인 컨두잇의 이상목 대표는 &quot;열심히 하다가 <b>부실기업</b>이 된 게 아니라 애초에 <b>부실기업</b>이 될 작정으로 회사를 망치는 세력이 많다&quot;며 &quot;배임·횡령을 일으킨 대주주에 대한 의결권 제한 조치가 전혀 없다&quot;고... ,"Thu, 12 Sep 2024 14:48:00 +0900"
"기관투자자·학계 “한국 증시, 저평가라 말하기도 부끄러워…공시 강화...",https://www.etoday.co.kr/news/view/2400702,https://www.etoday.co.kr/news/view/2400702,이상목 소액주주 플랫폼 컨두잇 대표는 “상장사 거래정지·상장폐지를 유도하는 세력들이 많은데 이들에 대한 조치 없이 <b>부실기업</b> 퇴출을 강화한다는 것에 공감하지 못한다”며 “주총 현장에서 많은 부조리를... ,"Thu, 12 Sep 2024 14:20:00 +0900"
'日 버블' 똑닮은 中…&quot;'잃어버린 10년' 피하려면 한국 따라해라&quot;,https://www.news1.kr/world/northeast-asia/5540399,https://n.news.naver.com/mnews/article/421/0007787710?sid=104,"재무적 측면에서는 <b>부실기업</b>을 구조조정하고, 기업 지배구조를 개선했다. 뼈 아픈 구조조정을 한 것이다. 이에 비해 일본은 좀비 기업들을 방치했고, 좀비 기업들은 일본의 생산성을 갉아먹었다. 한국은 체질 개선에... ","Thu, 12 Sep 2024 14:00:00 +0900"
“자본시장서 주주가 최우선…투자자 위한 경영 실현해야”,https://www.dailian.co.kr/news/view/1406730/?sc=Naver,https://n.news.naver.com/mnews/article/119/0002872140?sid=101,하지만 자본시장 선진화를 위해 촉구된 <b>부실기업</b>의 퇴출에 반대하는 목소리도 나왔다. 소액주주 플랫폼인 컨두잇의 이상목 대표는 “기업 운영을 착실히 하다가 <b>부실 기업</b>이 되는 것이 아니라 의도적으로 <b>부실 기업</b>을... ,"Thu, 12 Sep 2024 13:48:00 +0900"
이복현 “좀비<b>기업</b> 신속한 퇴출 위해 제도 개선”,https://www.naeil.com/news/read/523050?ref=naver,https://www.naeil.com/news/read/523050?ref=naver,"금융당국은 <b>부실기업</b>의 신속한 퇴출을 위해 현재 시간이 오래 걸리는 상장폐지 절차도 단축할 계획이다. 8월 기준 현재 거래정지 상태인 상장사는 100곳이다. 코스닥 74개사, 코스피 21개 사, 코넥스 5개사다. 이들 기업의... ","Thu, 12 Sep 2024 13:02:00 +0900"
“상장폐지 멈춰달라” 법정 간 ‘<b>기업</b> 사형 선고’ 5년간 79건,https://news.heraldcorp.com/view.php?ud=20240912050498,https://n.news.naver.com/mnews/article/016/0002362358?sid=101,"장외시장은 거래가 적고, 상장폐지 된 기업은 <b>부실기업</b>이라는 딱지가 붙기 쉬워 자금 조달이 어렵기 때문이다. 한국거래소의 결정에 불복하는 기업들은 법정에서 2차 대전을 벌이기도 한다. 12일 헤럴드경제가... ","Thu, 12 Sep 2024 12:25:00 +0900"
&quot;저평가란 말도 부끄러워&quot;…한국시장에 기관투자자 쓴소리(종합),https://www.yna.co.kr/view/AKR20240912035751002?input=1195m,https://n.news.naver.com/mnews/article/001/0014928337?sid=101,소액주주 플랫폼인 컨두잇 이상목 대표는 &quot;열심히 하다가 <b>부실기업</b>이 된 게 아니라 애초에 <b>부실기업</b>이 될 작정으로 회사를 망치는 세력이 많다&quot;며 &quot;배임·횡령을 일으킨 대주주에 대한 의결권 제한 조치가 전혀 없다&quot;고... ,"Thu, 12 Sep 2024 12:25:00 +0900"
[사설] 상장사 횡령·배임 6년간 5조...퇴출요건·투자자보호 강화 필요,https://news.heraldcorp.com/view.php?ud=20240912050462,https://n.news.naver.com/mnews/article/016/0002362329?sid=110,증시 진입은 쉽고 퇴출은 어려워 자격 미달이나 <b>부실</b>한 <b>기업</b>으로부터 투자자들을 보호하는 데 한계가 많다는 얘기다. 횡령·배임은 지난 수년간 상장폐지의 주요 사유가 돼 왔다. 우리 증시의 체질을 개선하기... ,"Thu, 12 Sep 2024 11:28:00 +0900"
"지방은행, 상반기 <b>부실</b>채권 상·매각 규모만 1조 육박",https://news.heraldcorp.com/view.php?ud=20240912050415,https://n.news.naver.com/mnews/article/016/0002362292?sid=101,"고금리 장기화에 따라 중소<b>기업</b> 대출 등 <b>부실</b>채권이 불어나자, 이를 처리하는 규모가 은행권 전반에서 늘어난 셈이다. 시중은행들에서도 이같은 추세를 피하진 못했다. 5대 시중은행(KB국민·신한·하나·우리·NH농협)... ","Thu, 12 Sep 2024 11:17:00 +0900"
"고양시의회, 원마운트 <b>기업</b> 회생 촉구 결의안 채택",http://www.mygoyang.com/news/articleView.html?idxno=80896,http://www.mygoyang.com/news/articleView.html?idxno=80896,또한 &quot;원마운트 경영진은 상시 고용인원 100명 이상 조건으로 거의 무상인 0.5%의 토지사용료만 내고 시유지를 임대해 사업을 영위했음에도 1591억원의 결손을 낸 <b>기업</b>의 <b>부실</b> 경영에 대해 반성하고 그에 따른 합당한 책임을... ,"Thu, 12 Sep 2024 11:14:00 +0900"
“돈 더 못 빌려준다” 지방은행 ‘산더미’ <b>부실</b>채권에 곤란…지역기...,https://news.heraldcorp.com/view.php?ud=20240912050155,https://n.news.naver.com/mnews/article/016/0002362109?sid=101,"고금리 장기화에 따라 중소<b>기업</b> 대출 등 <b>부실</b>채권이 불어나자, 이를 처리하는 규모가 은행권 전반에서 늘어난 셈이다. 시중은행들에서도 이같은 추세를 피하진 못했다. 5대 시중은행(KB국민·신한·하나·우리·NH농협)... ","Thu, 12 Sep 2024 09:34:00 +0900"
반포사옥까지 팔아 3000억 뒷바라지…이수화학의 '밑빠진 독' [김익환의...,https://www.hankyung.com/article/202409112666r,https://n.news.naver.com/mnews/article/015/0005032970?sid=101,이수건설의 <b>부실</b>은 이수화학 <b>기업</b>가치를 벌써 갉아먹고 있다. 이수화학 주가는 곤두박질치는 중이다. 작년 9월 11일 1만8220원을 찍은 이 회사 주가는 이날 8380원에 마감했다.,"Thu, 12 Sep 2024 09:28:00 +0900"
[사설] 빚 폭탄·도덕적 해이 키우는 무차별 정부 보증,https://www.hankyung.com/article/2024091131821,https://n.news.naver.com/mnews/article/015/0005032903?sid=110,"<b>부실기업</b>도 정부 보증에 기대 손쉽게 돈을 빌렸다. 돈을 빌려주는 곳이나 빌려 가는 곳 모두에 도덕적 해이가 만연해 있다. 그 결과 부실 대출이 급증했고, 부담은 정부가 지고 있다. 기업이 대출을 상환하지 못해... ","Thu, 12 Sep 2024 00:10:00 +0900"
"부산신보, 정책자금 불법 보증브로커 근절 캠페인 실시",https://www.cnbnews.com/news/article.html?no=681520,https://www.cnbnews.com/news/article.html?no=681520,"제3자 부당개입에 의한 <b>부실</b>자료 제출<b>기업</b>으로 적발 시, 정책자금 지원 결정 취소 및 최고 2년 동안 보증이용이 제한되는 등 불이익이 발생할 수 있다. 부산신보는 이러한 불법행위를 근절하고 소상공인 피해를 예방하기... ","Wed, 11 Sep 2024 17:16:00 +0900"
"[부산소식]부산신보, 정책자금 불법 보증브로커 근절 캠페인 등",https://www.newsis.com/view/NISX20240911_0002885247,https://n.news.naver.com/mnews/article/003/0012782685?sid=102,"제3자 부당개입에 의한 <b>부실</b>자료 제출<b>기업</b>으로 적발 시, 정책자금 지원 결정 취소 및 최고 2년 동안 보증이용이 제한되는 등 불이익이 발생할 수 있다. 부산신보는 이러한 불법행위를 근절하고 소상공인 피해를 예방하기... ","Wed, 11 Sep 2024 17:05:00 +0900"
"파산 면한 티메프, 법원 회생절차 잰 걸음, 수사는 더딘 걸음",https://www.munhwa.com/news/view.html?no=2024091101039921020002,https://n.news.naver.com/mnews/article/021/0002659708?sid=102,하지만 두 <b>기업</b>에 대해서는 <b>부실</b>경영 등이 있다고 보고 2013년 동양그룹 회생사건 관리인을 맡았던 조인철 전 SC그룹 상무를 제 3자 관리인으로 선임했다. 법원의 회생개시 결정에 따라 두 회사는 채권자 목록 작성... ,"Wed, 11 Sep 2024 15:27:00 +0900"
"부산신보, 정책자금 불법 보증 브로커 근절 캠페인",http://www.metroseoul.co.kr/article/20240911500568,http://www.metroseoul.co.kr/article/20240911500568,"제3자 부당개입에 의한 <b>부실</b>자료 제출 <b>기업</b>으로 적발 시, 정책자금 지원 결정 취소 및 최고 2년 동안 보증 이용이 제한되는 등 불이익이 발생할 수 있다. 부산신보는 이런 불법행위를 근절하고 소상공인 피해를 예방하기... ","Wed, 11 Sep 2024 15:18:00 +0900"
[기자수첩] '법률 사각지대' 배달대행업계…제2의 티메프 사태는 진행 ...,http://www.youthdaily.co.kr/news/article.html?no=164823,http://www.youthdaily.co.kr/news/article.html?no=164823,"구영배 대표의 큐텐그룹 산하 전자상거래(이커머스) 플랫폼인 티메프가 판매자(이하 셀러)와 소비자들에게 판매대금과 환불금을 지급하지 못할 정도로 <b>부실</b>한 <b>기업</b>경영을 해왔다는 게 드러난 사태로, 여전히 수많은... ","Wed, 11 Sep 2024 08:00:00 +0900"
아쉬움 큰 소상공인 판로지원 예산감액[생생확대경],http://www.edaily.co.kr/news/newspath.asp?newsid=01466166639019136,https://n.news.naver.com/mnews/article/018/0005833682?sid=101,온라인쇼핑몰 판매 지원 사업에 티메프 비중이 높았는데 국민들의 혈세가 <b>부실기업</b> 지원에 활용됐다는 비판 여론이 들끓으면서 업계 관계자들은 사업 축소를 우려했고 그 우려는 실제가 됐다. 소상공인 온라인... ,"Wed, 11 Sep 2024 05:50:00 +0900"
한계<b>기업</b>도 정부가 '전액 보증'…혈세로 빚탕감 악순환,https://www.hankyung.com/article/2024091005781,https://n.news.naver.com/mnews/article/015/0005032323?sid=101,정부 보증은 <b>부실기업</b>보단 유망 기업을 발굴하는 데 집중돼야 한다는 지적이 나온다. 석병훈 이화여대 경제학과 교수는 “신보 등의 보증은 유망하지만 자금을 조달하기 어려운 기업을 지원하기 위해 만들어졌다”... ,"Tue, 10 Sep 2024 18:01:00 +0900"
가계빚 압박에…<b>기업</b>대출로 눈돌리는 은행,https://www.sedaily.com/NewsView/2DE8M2QGG1,https://n.news.naver.com/mnews/article/011/0004390913?sid=101,김정식 연세대 경제학과 교수는 “고금리가 지속되고 경기 부진이 이어지는 탓에 자영업자는 물론 <b>기업</b>들의 <b>부실</b> 우려가 커지고 있다”며 “<b>기업</b>대출 확대로 전략을 선회하는 은행들은 건전성 관리 방안을 마련할... ,"Tue, 10 Sep 2024 17:43:00 +0900"
"<b>기업</b>대출로 늘린 은행 실적, 깡통으로 돌아왔다",https://www.ebn.co.kr/news/view/1636597/?sc=Naver,https://www.ebn.co.kr/news/view/1636597/?sc=Naver,금융권 관계자는 &quot;부동산 등 <b>기업</b>대출 관련 <b>부실</b>이 아직까지 우려할 만한 심각한 수준은 아니다&quot;며 &quot;그럼에도 대출의 건전성이 악화될 경우 충당금을 늘려야 하므로 하반기는 상반기보다 리스크 관리에 무게를... ,"Tue, 10 Sep 2024 15:14:00 +0900"
"시중은행, 가계대출 ‘불똥’… <b>기업</b>대출도 속도조절",https://biz.newdaily.co.kr/site/data/html/2024/09/10/2024091000238.html,https://biz.newdaily.co.kr/site/data/html/2024/09/10/2024091000238.html,경기 침체와 고금리 장기화 지속으로 <b>기업</b>대출의 <b>부실</b> 규모가 증가한 데다 가계대출이 연초 계획대비 큰 폭으로 증가하면서 위험가중자산 관리에 부담이 커졌기 때문이다. 10일 금융권에 따르면 지난달 5대 은행... ,"Tue, 10 Sep 2024 14:48:00 +0900"
[다산칼럼] 상장 <b>기업</b>이 줄고 있다,https://www.hankyung.com/article/2024090975801,https://n.news.naver.com/mnews/article/015/0005031842?sid=110,물론 <b>부실</b>한 <b>기업</b>들이 시장에서 퇴출되는 것은 긍정적인 면도 있다. 이는 전체 시장의 질을 높이는 데 기여할 수 있기 때문이다. 그러나 최근 상장 폐지를 추진하는 <b>기업</b> 중 상당수가 정부의 밸류업 프로그램을 통해 더... ,"Tue, 10 Sep 2024 00:06:00 +0900"
[인터뷰] “퍼스트무버 코스닥 진입 신속히 지원하고 좀비 <b>기업</b> 과감히...,https://www.sedaily.com/NewsView/2DE86ZJHL2,https://n.news.naver.com/mnews/article/011/0004390409?sid=105,그는 “<b>부실 기업</b>의 경우에도 회생 가능성을 염두에 두되 좀비 기업이 되지 않도록 퇴출 과정에서 진행하는 세 차례의 위원회 절차를 줄일 것”이라고 했다. 그러면서 상장폐지가 결정된 좀비 기업들이 퇴출을... ,"Mon, 09 Sep 2024 19:19:00 +0900"
정은보 &quot;좀비<b>기업</b> 증시 퇴출 속도낼 것&quot;,https://www.hankyung.com/article/2024090976831,https://n.news.naver.com/mnews/article/015/0005031778?sid=101,<b>부실 기업</b>이 퇴출되지 않은 채 시장에 남아 지수 상승을 짓누르는 문제도 언급했다. 한국거래소에 따르면 국내 주식시장에선 1년간 평균 약 120개 기업이 상장하고 약 20개 기업이 퇴출된다. 미국에선 상장하는 회사(연간... ,"Mon, 09 Sep 2024 18:19:00 +0900"
"제2의 '티메프' 막는다...금융당국, <b>부실</b> PG사에 영업정지 '초강수'",https://www.newspim.com/news/view/20240909000661,https://www.newspim.com/news/view/20240909000661,아울러 <b>부실기업</b>의 PG업 진출을 막기 위해 PG사의 거래규모 대비 자본금 규모(기준)를 현행 분기별 30억원 이하 3억원에서 30억원 초과 10억원으로 상향한다. 금융위는 9월중 공청회 등 의견수렴을 충분히 거친 후 개정안을... ,"Mon, 09 Sep 2024 16:00:00 +0900"
건설업 <b>부실</b>채권 1년 새 62%↑…<b>부실</b>비율 제조업의 5배,https://www.ajunews.com/view/20240909152856266,https://www.ajunews.com/view/20240909152856266,"5대 은행의 제조업 <b>기업</b> 대상 <b>부실</b>채권은 9212억원, 비중은 0.32%로 집계됐다. 수치만 놓고 비교하면 건설업의 <b>부실</b>채권 비율이 무려 5배 수준이다. 도소매업과 숙박·음식업의 <b>부실</b>채권 비율은 각각 0.43%, 5대 은행의... ","Mon, 09 Sep 2024 15:50:00 +0900"
업황 회복 시작인데···글로벌 ‘R의 공포’에 건설업계 ‘긴장’,https://www.ekn.kr/web/view.php?key=20240909029547883,https://www.ekn.kr/web/view.php?key=20240909029547883,규제는 (업황 회복의) 리스크가 될 수 있다&quot;고 진단했다. 여헌우 기자 yes@ekn.kr 美·中서 연이어 ‘침체 신호’···‘네옴시티’ 등 중동붐 기대도↓ PF <b>부실</b> 등 <b>기업</b>별 기초체력도 천차만별···“정부 규제 등도 리스크”,"Mon, 09 Sep 2024 15:22:00 +0900"
"신장식 의원, 삼부토건 주가조작 금융당국 조사 촉구 기자회견",http://www.intn.co.kr/news/articleView.html?idxno=2038283,http://www.intn.co.kr/news/articleView.html?idxno=2038283,"그리고 &quot;감사의견 거부, 주식 거래 정지, 임금체불에 이어, 상장폐지까지 언급되는 이런 <b>부실기업</b>이 어떻게 우크라이나 재건 사업과 관련 행사에 우리 정부와 함께 할 수 있었던 것인지 국민들은 도저히 납득할 수 없다... ","Mon, 09 Sep 2024 14:12:00 +0900"
"[보험NOW] '밑 빠진 독' MG손보, '매각 4수' 지나 수의계약 전환…'새 주...",https://www.thepublic.kr/news/articleView.html?idxno=234719,https://www.thepublic.kr/news/articleView.html?idxno=234719,MG손보로 새롭게 출발한 이후로도 '<b>부실기업</b>' 딱지를 떼지 못했다. 경영 개선에 대한 노력은 이어졌으나 2019년 경영개선명령에 이어 2020년에는 사모펀드 운용사 JC파트너스로 대주주가 변경됐다. JC파트너스도 MG손보의... ,"Mon, 09 Sep 2024 10:34:00 +0900"
[장은진의 핫피플] &quot;<b>부실</b>채권 돈 된다&quot; 3년전부터 준비...NPL시장 라이징...,https://daily.hankooki.com/news/articleView.html?idxno=1122112,https://daily.hankooki.com/news/articleView.html?idxno=1122112,그는 <b>기업</b>구조조정투자를 <b>기업</b><b>부실</b>채권 투자의 연장선으로 설명한다. 고유 사업에 대한 영업적 기반과 잠재력은 충분하지만 과도한 투자 등으로 일시적으로 재무적 곤경에 처한 <b>기업</b>들에게 유동성을 지원함으로써... ,"Mon, 09 Sep 2024 08:30:00 +0900"
금리인하 지연에 대출절벽 도미노 공포…돈줄 마르는 서민들,http://www.g-enews.com/ko-kr/news/article/news_all/20240906172600131bbed569d68_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/20240906172600131bbed569d68_1/article.html,"이승석 한국경제연구원 책임연구위원은 &quot;최근 고물가·고금리 등으로 가계, <b>기업</b> 등 민간부채 <b>부실</b>화가 위험수준에 도달했다&quot;면서 &quot;경기악화에 따른 <b>기업</b>실적 부진, 고금리 장기화에 따른 상환부담 증가 등으로... ","Mon, 09 Sep 2024 08:26:00 +0900"
<b>기업</b> <b>부실</b>확대 여파…5대 은행 무수익여신 4조원 눈앞,https://www.ceoscoredaily.com/page/view/2024090616022213994,https://www.ceoscoredaily.com/page/view/2024090616022213994,"금융권 한 관계자는 “은행권의 <b>기업</b>대출 관련 <b>부실</b> 규모가 아직 심각한 수준은 아닐 것”이라면서도 “경기침체가 이어지고 있어 공격적인 영업보다는 우량차주 발굴, 손실흡수능력 확충 등 건전성 관리를... ","Mon, 09 Sep 2024 07:00:00 +0900"
5대 은행 악성채무 3.8조원 ... 카카오뱅크·케이뱅크도 40% 급증,http://www.queen.co.kr/news/articleView.html?idxno=418449,http://www.queen.co.kr/news/articleView.html?idxno=418449,이같은 기업 무수익여신의 증가는 글로벌 경기 불확실성 증대에 내수침체 등으로 중소기업과 건설사 등에서 한계 및 <b>부실 기업</b>이 늘어난 데 기인했다는 게 은행권의 설명이다. 농협은행 관계자는 &quot;고금리... ,"Mon, 09 Sep 2024 06:10:00 +0900"
5대 은행들 '깡통대출' 4조원 가까이 쌓여…인터넷은행도 5300억원,https://www.news1.kr/finance/bank/5534554,https://n.news.naver.com/mnews/article/421/0007778334?sid=101,이같은 기업 무수익여신의 증가는 글로벌 경기 불확실성 증대에 내수침체 등으로 중소기업과 건설사 등에서 한계 및 <b>부실 기업</b>이 늘어난 데 기인했다는 게 은행권의 설명이다. 농협은행 관계자는 &quot;고금리... ,"Mon, 09 Sep 2024 05:30:00 +0900"
<b>부실</b> 전염 막자… 中 경제체질 선제적 수술,http://news.mt.co.kr/mtview.php?no=2024090818394635128,https://n.news.naver.com/mnews/article/008/0005087426?sid=104,공<b>기업</b>을 세워 부동산 <b>기업</b>들의 <b>부실</b>자산을 인수해주는 방안도 구체화하고 있다. 이른 시일 내 구조조정 칼바람이 불어닥칠 수 있다. 경쟁이 격화되고 있는 전기차 시장과 배터리 시장에서도 군소 플레이어들을... ,"Mon, 09 Sep 2024 05:11:00 +0900"
'복합충격'에 <b>기업</b> 부도율 4배 급등,https://www.idaegu.co.kr/news/articleView.html?idxno=474508,https://www.idaegu.co.kr/news/articleView.html?idxno=474508,"최근 고물가·고금리 등 복합 충격으로 가계, <b>기업</b> 등 민간 부채 <b>부실</b>화가 위험 수준에 도달했다는 조사 결과가 나왔다. 8일 한국경제연구원(한경연)은 '민간 부채 <b>부실</b>화 위험 증가와 시사점' 보고서를 통해 이같이... ","Sun, 08 Sep 2024 21:54:00 +0900"
고물가·고금리에 민간부채 연체율 상승…<b>부실</b> 우려,http://www.koit.co.kr/news/articleView.html?idxno=125220,http://www.koit.co.kr/news/articleView.html?idxno=125220,"[자료=한경연] 최근 고물가 장기화 속 주식시장 변동성이 확대되는 가운데 금리인상 영향까지 겹치며 가계, <b>기업</b> 등 민간부채 <b>부실</b>화가 위험수준에 도달했다는 분석이 나왔다. 한국경제연구원은 최근 '민간부채 <b>부실</b>화... ","Sun, 08 Sep 2024 20:32:00 +0900"
&quot;<b>부실</b> 전염 막자&quot; 잘나가는 전기차까지… '메스' 대는 중국,http://news.mt.co.kr/mtview.php?no=2024090616140140575,https://n.news.naver.com/mnews/article/008/0005087373?sid=104,공<b>기업</b>을 세워 부동산 <b>기업</b>들의 <b>부실</b>자산을 인수해주는 방안도 구체화하고 있다. 이른 시일 내 구조조정 칼바람이 불어닥칠 수 있다. 경쟁이 격화되고 있는 전기차 시장과 배터리 시장에서도 군소 플레이어들을... ,"Sun, 08 Sep 2024 16:39:00 +0900"
"30개국·47개 도시 다니며 혈세 9억원 '펑펑', 성과는?",http://www.mygoyang.com/news/articleView.html?idxno=80836,http://www.mygoyang.com/news/articleView.html?idxno=80836,"정민경 더불어민주당 시의원(능곡, 백석) 이동환 시장 해외출장 비판 관련규정 위반한 '즉흥' 계획 타 시군 대비 보고서도 <b>부실</b> 투자협의 <b>기업</b>은 서울 입주 [고양신문] 최근 2년간 17건의 해외출장을 다녀온 이동환 시장에... ","Sun, 08 Sep 2024 14:08:00 +0900"
"하나은행, 소상공인·자영업자 대상 선제적 금융지원 확대",https://www.itbiznews.com/news/articleView.html?idxno=144666,https://www.itbiznews.com/news/articleView.html?idxno=144666,우선 <b>부실</b>징후<b>기업</b>을 선제적으로 지원하기 위해 하나은행이 자체적으로 마련한 사전적 <b>기업</b> 개선 제도를 통해 경영위기를 겪는 소상공인·자영업자를 중점적으로 선정해 ▲만기연장 ▲분할상환유예 ▲금리감면... ,"Sun, 08 Sep 2024 10:00:00 +0900"
"하나은행, 소상공인ㆍ자영업자 위한 선제적 금융지원 확대",https://www.lcnews.co.kr/news/articleView.html?idxno=83788,https://www.lcnews.co.kr/news/articleView.html?idxno=83788,"먼저, <b>부실</b>징후<b>기업</b>을 선제적으로 지원하기 위해 하나은행이 자체적으로 마련한 '사전적 <b>기업</b> 개선 제도'를 통해 경영위기를 겪는 소상공인ㆍ자영업자를 중점적으로 선정하여 ▲만기연장 ▲분할상환유예 ▲금리감면... ","Sun, 08 Sep 2024 06:00:00 +0900"
하나은행 소상공인·자영업자 ‘유동성지원안’…개인채무자보호법 선...,https://www.inthenews.co.kr/news/article.html?no=65304,https://www.inthenews.co.kr/news/article.html?no=65304,하나은행은 <b>부실</b>징후<b>기업</b>을 지원하기 위해 '사전적 <b>기업</b>개선제도'를 자체적으로 마련했습니다. 이 제도에 따라 경영위기를 겪는 소상공인·자영업자를 중점 선정해 ▲만기연장 ▲분할상환유예 ▲금리감면 ▲신규... ,"Sat, 07 Sep 2024 22:14:00 +0900"
[오늘의 금융가소식] 하나은행 外,http://www.betanews.net:8080/article/1474723.html,http://www.betanews.net:8080/article/1474723.html,"먼저, <b>부실</b>징후<b>기업</b>을 선제적으로 지원하기 위해 하나은행이 자체적으로 마련한 ‘사전적 <b>기업</b> 개선 제도’를 통해 경영위기를 겪는 소상공인ㆍ자영업자를 중점적으로 선정하여 ▲만기연장 ▲분할상환유예... ","Sat, 07 Sep 2024 22:04:00 +0900"
고양시의회 ‘원마운트 <b>기업</b>회생’ 촉구 결의안 채택,https://www.ekn.kr/web/view.php?key=20240907029566859,https://www.ekn.kr/web/view.php?key=20240907029566859,시유지를 임대해 사업을 영위했는데도 1591억원 결손을 낸 <b>기업</b>의 <b>부실</b>경영에 대해 반성하고 그에 따른 합당한 책임을 져야 할 것이라고 강조했다. 손동숙 의원은 ㈜원마운트는 단순히 상업적인 시설이 아니라 관광-문화... ,"Sat, 07 Sep 2024 13:02:00 +0900"
"하나은행, 소상공인 지원 '유동성 지원방안' 시행",http://www.enewstoday.co.kr/news/articleView.html?idxno=2173979,http://www.enewstoday.co.kr/news/articleView.html?idxno=2173979,하나은행은 <b>부실</b>징후<b>기업</b>을 선제적으로 지원하기 위해 자체적으로 '사전적 <b>기업</b> 개선 제도'를 마련했다. 경영위기를 겪는 소상공인·자영업자를 중점적으로 선정해 △만기연장 △분할상환유예 △금리감면 △신규자금지원... ,"Sat, 07 Sep 2024 12:30:00 +0900"
"[박순규의 창] '꼬리가 몸통을 흔드는' 한국 축구, 이게 정상인가",http://news.tf.co.kr/read/column/2131870.htm,https://n.news.naver.com/mnews/article/629/0000319769?sid=110,"정치에서는 정치인의 작은 실수나 발언이 선거 결과에 큰 영향을 미치는 경우 사용될 수 있고, 경제에서는 특정 <b>기업</b>의 <b>부실</b>이 전체 경제에 큰 타격을 주는 경우, 선물 시장이 현물 시장에 영향을 미치는 경우에 표현한다.... ","Sat, 07 Sep 2024 09:24:00 +0900"
"하나은행, 채무자보호법 시행 앞두고 자영업자 선제 지원",https://www.apnews.kr/news/articleView.html?idxno=3024329,https://www.apnews.kr/news/articleView.html?idxno=3024329,"먼저, <b>부실</b>징후<b>기업</b>을 선제적으로 지원하기 위해 하나은행이 자체적으로 마련한 '사전적 <b>기업</b> 개선 제도'를 통해 경영위기를 겪는 소상공인·자영업자를 중점적으로 선정, ▲만기연장 ▲분할상환유예 ▲금리감면... ","Sat, 07 Sep 2024 06:10:00 +0900"
"하나은행, 소상공인·자영업자 대상 유동성 지원 실시",https://www.sedaily.com/NewsView/2DE76ZMZPB,https://n.news.naver.com/mnews/article/011/0004389561?sid=101,먼저 <b>부실</b>징후<b>기업</b>을 선제적으로 지원하기 위해 하나은행이 자체적으로 마련한 ‘사전적 <b>기업</b> 개선 제도’를 통해 경영위기를 겪는 소상공인·자영업자를 중점적으로 선정해 △만기연장 △분할상환유예 △금리감면... ,"Sat, 07 Sep 2024 05:31:00 +0900"
하나은행 소상공인·자영업자 위한 선제적 금융지원 확대,https://www.safetimes.co.kr/news/articleView.html?idxno=219049,https://www.safetimes.co.kr/news/articleView.html?idxno=219049,"먼저 <b>부실</b>징후<b>기업</b>을 선제 지원하기 위해 경영 위기를 겪는 소상공인, 자영업자들에게 △만기연장 △분할상환유예 △금리감면 △신규자금지원 등 다양한 금융 혜택을 제공한다. 또한 하나은행은 △매출액이 10% 이상... ","Fri, 06 Sep 2024 22:58:00 +0900"
김현정 의원 &quot;금융산업‧금융감독 분리로 정책 독립성 확보 위한 「금융...,https://www.polinews.co.kr/news/articleView.html?idxno=662921,https://www.polinews.co.kr/news/articleView.html?idxno=662921,"티몬은 2019년부터 2022년 줄곧 영업손실을 기록한데다, 2022년 기준 자산 대비 부채가 5배에 달하는 등 두 <b>기업</b> 모두 일찌감치 경영<b>부실</b>이 지적됐었고, 금감원에서는 이러한 사정을 잘 알고 있었습니다. 금감원은 2022년 6월... ","Fri, 06 Sep 2024 20:58:00 +0900"
"하나은행, 소상공인·자영업자 위한 선제적 금융지원 확대",http://www.lawissue.co.kr/view.php?ud=2024090619255660729817d053b9_12,http://www.lawissue.co.kr/view.php?ud=2024090619255660729817d053b9_12,"먼저, <b>부실</b>징후<b>기업</b>을 선제적으로 지원하기 위해 하나은행이 자체적으로 마련한 ‘사전적 <b>기업</b> 개선 제도’를 통해 경영위기를 겪는 소상공인ㆍ자영업자를 중점적으로 선정하여 ▲만기연장 ▲분할상환유예 ▲금리감면... ","Fri, 06 Sep 2024 19:26:00 +0900"
"&quot;채무자보호법 앞두고 선제 지원&quot; 하나은행, 소상공인·자영업자 위한 ...",http://www.fnnews.com/news/202409061608180555,https://n.news.naver.com/mnews/article/014/0005238339?sid=101,하나은행은 <b>부실</b>징후<b>기업</b>을 선제적으로 지원하기 위해 자체적으로 마련한 사전적 <b>기업</b> 개선 제도를 통해 경영위기를 겪는 소상공인·자영업자를 중점적으로 선정한다. 이를 통해 △만기연장 △분할상환유예 △금리감면... ,"Fri, 06 Sep 2024 18:30:00 +0900"
